gene_id	Heart_P3_1	Heart_P3_2	Heart_P3_3	Heart_P3_4	Heart_P63_1	Heart_P63_2	Heart_P63_3	Heart_P63_4
ENSMUSG00000083747	0	0	0	0	0	0	0	0
ENSMUSG00000083748	0	0	2	2	0	1	0	1
ENSMUSG00000083749	0	0	0	0	0	0	0	0
ENSMUSG00000083750	1	2	0	3	0	1	0	0
ENSMUSG00000083751	0	0	0	0	1	0	0	1
ENSMUSG00000083752	0	0	0	0	0	0	0	0
ENSMUSG00000083753	0	0	0	0	0	0	0	0
ENSMUSG00000083754	9	15	10	9	5	2	8	3
ENSMUSG00000083755	0	0	0	0	0	0	0	0
ENSMUSG00000083757	4	6	6	6	4	2	7	11
ENSMUSG00000083760	0	0	0	0	0	0	0	0
ENSMUSG00000083761	4	5	3	8	11	1	7	6
ENSMUSG00000083763	0	0	0	0	0	0	0	0
ENSMUSG00000083764	8	4	5	10	11	2	13	18
ENSMUSG00000083766	0	0	0	0	0	0	0	0
ENSMUSG00000083768	4	4	1	2	2	0	3	3
ENSMUSG00000083769	0	0	0	0	1	1	4	1
ENSMUSG00000083771	0	0	0	0	0	0	0	0
ENSMUSG00000083772	2	1	1	0	0	1	1	1
ENSMUSG00000083773	5115	6147	5556	7269	10927	4990	8630	10536
ENSMUSG00000083774	15	19	22	23	36	17	45	57
ENSMUSG00000083776	0	0	0	2	0	0	0	0
ENSMUSG00000083777	4	1	3	1	2	2	2	1
ENSMUSG00000083778	0	0	0	0	0	0	0	0
ENSMUSG00000083779	1	0	1	1	0	0	0	0
ENSMUSG00000083780	6	2	1	5	0	0	0	2
ENSMUSG00000083781	0	0	0	0	0	0	0	0
ENSMUSG00000083782	0	0	0	0	0	0	0	0
ENSMUSG00000083783	2	0	0	0	1	0	1	5
ENSMUSG00000083784	0	0	0	0	0	0	0	0
ENSMUSG00000083785	0	0	0	0	0	0	0	0
ENSMUSG00000083786	0	0	0	0	0	0	0	0
ENSMUSG00000083787	0	0	0	0	0	0	0	1
ENSMUSG00000083788	0	0	0	0	0	0	0	0
ENSMUSG00000083789	3	2	3	6	14	3	7	18
ENSMUSG00000083791	0	1	0	0	0	0	1	0
ENSMUSG00000083792	0	0	0	0	0	0	3	0
ENSMUSG00000083793	4	4	3	9	6	3	6	12
ENSMUSG00000083794	0	0	1	0	2	0	1	4
ENSMUSG00000083795	0	0	0	0	1	0	0	0
ENSMUSG00000083796	7	4	3	2	0	0	1	1
ENSMUSG00000083798	27	36	38	28	5	14	31	28
ENSMUSG00000083801	0	0	0	0	0	0	0	0
ENSMUSG00000083803	0	0	0	0	0	0	0	0
ENSMUSG00000083804	4	2	1	3	1	5	4	3
ENSMUSG00000083805	2	1	0	2	0	0	0	1
ENSMUSG00000083806	6	5	4	1	11	8	5	12
ENSMUSG00000083807	1	0	0	0	0	2	1	3
ENSMUSG00000083808	0	0	0	1	2	0	2	2
ENSMUSG00000083809	0	0	0	0	0	0	0	0
ENSMUSG00000083810	0	0	0	0	0	0	0	0
ENSMUSG00000083811	9	24	6	15	31	25	18	11
ENSMUSG00000083812	3	1	2	3	3	0	1	1
ENSMUSG00000083813	16	18	13	10	41	17	39	68
ENSMUSG00000083814	0	0	0	0	0	0	0	0
ENSMUSG00000083815	1	1	1	0	1	1	1	0
ENSMUSG00000083816	8	20	18	18	10	6	3	6
ENSMUSG00000083817	0	16	21	1	5	3	196	136
ENSMUSG00000083818	0	0	0	0	0	0	0	0
ENSMUSG00000083820	46	35	40	30	116	39	124	159
ENSMUSG00000083821	0	0	0	0	0	0	0	0
ENSMUSG00000083822	3	5	7	6	2	3	0	2
ENSMUSG00000083825	0	0	0	0	0	0	0	0
ENSMUSG00000083826	3	4	3	8	5	6	3	8
ENSMUSG00000083827	0	0	0	0	0	1	0	0
ENSMUSG00000083828	0	0	0	0	0	1	0	1
ENSMUSG00000083829	26	26	27	19	58	24	44	68
ENSMUSG00000083832	52	51	31	73	106	32	169	116
ENSMUSG00000083833	0	0	0	1	1	0	3	0
ENSMUSG00000083834	3	2	4	4	4	3	3	10
ENSMUSG00000083835	0	0	0	0	0	0	0	0
ENSMUSG00000083836	32	27	28	16	53	20	34	47
ENSMUSG00000083837	1	1	0	1	1	1	0	0
ENSMUSG00000083838	1	2	2	1	3	7	3	1
ENSMUSG00000083839	0	0	0	0	0	0	0	0
ENSMUSG00000083841	0	0	0	1	0	0	0	0
ENSMUSG00000083842	0	0	0	0	0	0	0	0
ENSMUSG00000083843	0	0	0	0	0	0	0	0
ENSMUSG00000083844	623	694	614	864	1291	666	1005	1112
ENSMUSG00000083845	0	0	0	1	0	1	0	0
ENSMUSG00000083846	0	0	0	0	0	0	0	0
ENSMUSG00000083848	0	0	0	0	0	0	0	0
ENSMUSG00000083849	3	3	5	2	3	1	0	4
ENSMUSG00000083851	0	0	0	0	0	0	0	0
ENSMUSG00000083852	1	2	0	1	1	2	1	1
ENSMUSG00000083853	13	16	10	22	9	4	9	3
ENSMUSG00000083854	14	20	11	17	19	10	23	32
ENSMUSG00000083855	0	0	0	0	0	0	0	0
ENSMUSG00000083857	2	1	0	1	1	1	0	1
ENSMUSG00000083858	0	0	0	0	1	0	0	0
ENSMUSG00000083859	3	3	3	4	6	4	2	7
ENSMUSG00000083860	1	1	1	1	3	5	3	6
ENSMUSG00000083861	0	1	1	0	0	0	1	0
ENSMUSG00000083866	0	0	1	0	0	1	1	1
ENSMUSG00000083867	0	0	0	0	0	0	0	0
ENSMUSG00000083868	0	0	0	0	0	0	0	0
ENSMUSG00000083869	0	0	0	0	0	0	0	0
ENSMUSG00000083870	0	0	0	0	0	0	0	0
ENSMUSG00000083871	2	2	4	2	13	1	4	7
ENSMUSG00000083872	0	0	0	0	0	0	0	0
ENSMUSG00000083873	0	0	0	0	0	0	0	0
ENSMUSG00000083874	0	0	0	0	0	0	0	0
ENSMUSG00000083875	0	1	0	1	0	1	0	1
ENSMUSG00000083876	0	0	0	0	0	0	0	0
ENSMUSG00000083877	0	0	0	0	0	0	0	0
ENSMUSG00000083878	8	6	1	1	4	4	3	11
ENSMUSG00000083879	14	8	3	5	14	0	5	14
ENSMUSG00000083880	0	1	1	0	0	1	1	0
ENSMUSG00000083881	0	0	0	0	0	0	0	0
ENSMUSG00000083882	0	0	0	0	0	0	0	0
ENSMUSG00000083884	0	0	0	0	0	0	0	1
ENSMUSG00000083885	0	0	0	1	1	0	0	2
ENSMUSG00000083886	0	0	0	0	0	0	0	0
ENSMUSG00000083887	5	5	4	2	3	5	9	8
ENSMUSG00000083888	0	0	0	0	0	0	0	0
ENSMUSG00000083890	3	3	6	7	1	3	5	6
ENSMUSG00000083892	8	9	4	9	10	3	7	16
ENSMUSG00000083893	1	1	0	0	1	0	2	3
ENSMUSG00000083894	0	0	0	0	0	1	0	0
ENSMUSG00000083895	5	0	1	1	3	2	3	5
ENSMUSG00000083897	2	2	1	6	6	1	5	12
ENSMUSG00000083898	0	31	21	1	73	32	1	51
ENSMUSG00000083899	75	71	62	75	99	26	62	96
ENSMUSG00000083900	0	0	0	1	0	0	0	0
ENSMUSG00000083901	0	0	0	0	0	0	0	0
ENSMUSG00000083902	7	5	10	13	32	11	7	7
ENSMUSG00000083903	0	0	1	0	1	0	1	2
ENSMUSG00000083904	0	0	0	0	2	0	6	6
ENSMUSG00000083905	0	0	0	0	0	0	0	0
ENSMUSG00000083906	14	14	13	20	17	11	12	20
ENSMUSG00000083907	4	2	2	3	0	0	1	0
ENSMUSG00000083908	0	1	0	1	0	1	1	3
ENSMUSG00000083909	11	3	2	7	3	2	8	1
ENSMUSG00000083910	10	3	3	4	8	3	6	5
ENSMUSG00000083911	13	12	10	11	6	5	9	20
ENSMUSG00000083912	12	4	11	7	4	2	2	6
ENSMUSG00000083913	0	0	0	0	0	0	0	0
ENSMUSG00000083914	12	6	6	9	9	1	2	9
ENSMUSG00000083915	0	2	0	1	2	1	1	0
ENSMUSG00000083916	0	0	0	0	0	0	0	0
ENSMUSG00000083917	0	0	0	1	0	0	0	0
ENSMUSG00000083918	0	0	0	0	0	0	0	0
ENSMUSG00000083919	0	0	0	0	0	0	0	0
ENSMUSG00000083920	0	0	0	0	0	0	0	0
ENSMUSG00000083922	2	2	2	2	6	0	4	1
ENSMUSG00000083924	0	0	0	0	0	0	0	0
ENSMUSG00000083925	0	0	0	0	0	0	0	0
ENSMUSG00000083926	0	0	0	0	0	0	0	0
ENSMUSG00000083927	0	0	0	0	0	0	0	0
ENSMUSG00000083928	0	0	0	0	0	0	1	2
ENSMUSG00000083929	0	0	0	0	0	0	0	0
ENSMUSG00000083930	0	0	0	0	0	0	0	0
ENSMUSG00000083931	0	0	0	0	1	0	0	0
ENSMUSG00000083932	15	11	8	14	12	4	11	8
ENSMUSG00000083933	0	0	0	0	0	0	0	0
ENSMUSG00000083934	0	0	0	0	0	0	0	0
ENSMUSG00000083935	5	10	6	7	4	1	4	2
ENSMUSG00000083936	2	2	1	1	3	0	0	1
ENSMUSG00000083937	11	10	7	11	9	7	12	17
ENSMUSG00000083938	0	0	0	0	0	0	0	0
ENSMUSG00000083940	1	2	1	1	3	0	3	2
ENSMUSG00000083941	0	0	0	0	0	0	0	1
ENSMUSG00000083942	0	0	0	0	0	0	0	0
ENSMUSG00000083943	0	0	0	1	0	0	0	0
ENSMUSG00000083944	0	0	0	0	0	0	0	0
ENSMUSG00000083945	0	0	0	0	0	0	0	0
ENSMUSG00000083946	0	0	0	0	0	0	0	0
ENSMUSG00000083947	0	0	0	0	0	0	0	0
ENSMUSG00000083948	4	5	3	6	5	3	1	6
ENSMUSG00000083949	0	0	0	0	0	0	0	0
ENSMUSG00000083950	0	0	0	0	0	0	0	0
ENSMUSG00000083951	1	0	0	0	1	1	0	0
ENSMUSG00000083953	0	0	1	3	1	0	1	1
ENSMUSG00000083954	0	0	0	0	0	0	1	0
ENSMUSG00000083955	0	0	0	0	0	0	0	0
ENSMUSG00000083957	0	0	0	0	0	0	0	0
ENSMUSG00000083958	0	0	0	0	0	0	0	0
ENSMUSG00000083960	8	4	2	4	7	5	11	9
ENSMUSG00000083961	0	2	1	3	1	0	2	0
ENSMUSG00000083962	3	2	3	2	0	2	6	7
ENSMUSG00000083963	0	0	0	0	0	0	0	0
ENSMUSG00000083964	18	7	16	13	15	13	9	17
ENSMUSG00000083966	0	0	0	0	0	0	0	0
ENSMUSG00000083969	0	0	0	0	0	0	0	0
ENSMUSG00000083970	0	0	0	0	0	0	0	0
ENSMUSG00000083971	0	0	2	2	0	0	0	0
ENSMUSG00000083972	0	0	1	0	1	0	1	1
ENSMUSG00000083973	0	0	0	0	0	0	0	0
ENSMUSG00000083974	1	2	1	0	2	2	0	2
ENSMUSG00000083976	0	0	0	0	0	0	0	0
ENSMUSG00000083978	0	0	0	1	0	0	0	1
ENSMUSG00000083979	1	0	0	0	0	0	0	1
ENSMUSG00000083982	0	0	1	0	1	1	2	0
ENSMUSG00000083983	0	0	0	1	0	0	1	0
ENSMUSG00000083985	2	3	4	1	2	1	2	1
ENSMUSG00000083986	0	0	0	0	0	0	1	0
ENSMUSG00000083987	0	0	0	0	0	0	0	0
ENSMUSG00000083989	1	0	0	0	0	0	0	1
ENSMUSG00000083990	2	0	0	2	8	9	5	6
ENSMUSG00000083991	0	0	1	0	1	0	0	0
ENSMUSG00000083992	355	260	282	348	356	144	336	359
ENSMUSG00000083993	7	10	8	9	2	4	5	4
ENSMUSG00000083994	11	10	9	14	11	2	10	9
ENSMUSG00000083995	0	0	0	0	0	0	1	0
ENSMUSG00000083997	2	1	0	0	2	0	0	4
ENSMUSG00000083998	5	4	1	2	4	2	7	8
ENSMUSG00000083999	0	0	0	0	0	0	0	0
ENSMUSG00000084000	5	3	2	2	9	4	11	18
ENSMUSG00000084001	0	0	0	0	0	0	0	0
ENSMUSG00000084003	0	0	0	0	0	0	0	0
ENSMUSG00000084005	0	0	0	0	0	0	0	0
ENSMUSG00000084007	0	0	0	0	1	0	0	0
ENSMUSG00000084010	0	0	0	0	0	0	0	0
ENSMUSG00000084011	2	0	3	2	8	3	1	3
ENSMUSG00000084014	0	0	0	0	0	0	0	1
ENSMUSG00000084015	0	0	0	0	0	1	1	1
ENSMUSG00000084016	0	0	0	0	0	0	0	0
ENSMUSG00000084017	1	2	1	2	0	1	2	3
ENSMUSG00000084018	6	5	7	5	4	0	1	7
ENSMUSG00000084019	0	0	0	0	0	0	1	0
ENSMUSG00000084020	71	85	50	92	93	21	53	87
ENSMUSG00000084021	0	4	0	1	1	0	0	0
ENSMUSG00000084022	1	5	5	2	7	3	3	4
ENSMUSG00000084024	1	3	0	2	2	1	2	0
ENSMUSG00000084025	0	1	0	1	1	0	1	1
ENSMUSG00000084026	1	0	0	1	4	1	1	1
ENSMUSG00000084027	0	0	0	0	1	0	0	0
ENSMUSG00000084028	0	0	0	0	0	1	1	0
ENSMUSG00000084029	0	0	0	0	0	0	0	1
ENSMUSG00000084030	0	0	0	0	0	0	0	1
ENSMUSG00000084031	2	0	4	1	4	2	4	3
ENSMUSG00000084032	0	0	0	0	0	0	0	0
ENSMUSG00000084034	0	2	0	1	0	0	0	1
ENSMUSG00000084038	2	1	0	0	0	0	0	0
ENSMUSG00000084039	0	0	0	0	0	0	0	0
ENSMUSG00000084040	0	0	0	0	0	0	0	0
ENSMUSG00000084041	0	0	0	0	0	0	0	0
ENSMUSG00000084043	0	0	0	0	0	0	0	0
ENSMUSG00000084044	4	4	6	5	15	2	7	19
ENSMUSG00000084045	1	0	0	0	0	0	0	0
ENSMUSG00000084046	0	0	0	0	0	0	1	1
ENSMUSG00000084047	1	1	1	0	0	0	1	0
ENSMUSG00000084048	1	1	0	0	0	0	1	1
ENSMUSG00000084050	0	1	0	0	0	0	0	0
ENSMUSG00000084051	0	0	0	0	0	0	0	0
ENSMUSG00000084052	0	1	1	3	1	1	4	3
ENSMUSG00000084053	0	0	0	0	0	0	0	0
ENSMUSG00000084054	0	0	0	0	0	0	0	0
ENSMUSG00000084056	0	0	0	0	0	0	0	0
ENSMUSG00000084057	0	0	0	1	0	0	0	0
ENSMUSG00000084058	1	2	2	1	0	0	2	0
ENSMUSG00000084059	0	0	0	0	0	0	0	0
ENSMUSG00000084060	1	2	2	0	1	0	1	3
ENSMUSG00000084061	0	0	0	0	1	0	1	0
ENSMUSG00000084062	0	0	0	0	0	0	0	0
ENSMUSG00000084063	0	0	1	0	0	0	0	0
ENSMUSG00000084064	0	2	0	2	0	1	0	0
ENSMUSG00000084065	1	0	0	0	0	0	0	1
ENSMUSG00000084067	6	14	5	10	16	6	8	16
ENSMUSG00000084068	0	0	0	0	0	0	0	0
ENSMUSG00000084069	0	0	0	0	0	0	0	0
ENSMUSG00000084070	0	0	0	0	0	0	0	0
ENSMUSG00000084071	0	2	0	0	2	0	0	1
ENSMUSG00000084072	1	0	1	0	0	1	0	1
ENSMUSG00000084073	0	0	0	0	1	0	0	0
ENSMUSG00000084074	0	0	0	0	0	0	2	0
ENSMUSG00000084075	0	0	0	0	0	0	0	0
ENSMUSG00000084076	0	1	1	3	0	0	0	0
ENSMUSG00000084077	0	2	0	0	1	0	2	5
ENSMUSG00000084078	0	0	0	0	0	0	0	0
ENSMUSG00000084079	1	0	0	1	2	1	0	1
ENSMUSG00000084080	0	0	0	0	0	0	0	0
ENSMUSG00000084081	2	4	4	4	5	2	1	6
ENSMUSG00000084083	2	3	1	1	0	0	0	3
ENSMUSG00000084087	0	0	0	0	1	0	0	0
ENSMUSG00000084088	0	1	2	0	26	4	3	4
ENSMUSG00000084089	0	0	0	0	0	0	0	0
ENSMUSG00000084090	0	0	1	1	1	1	4	0
ENSMUSG00000084091	0	0	0	0	0	0	0	0
ENSMUSG00000084092	0	0	0	0	0	0	0	0
ENSMUSG00000084093	34	28	33	28	68	24	82	87
ENSMUSG00000084094	10	5	6	10	23	4	20	23
ENSMUSG00000084095	1	2	1	1	4	0	6	4
ENSMUSG00000084097	0	0	0	0	0	0	0	0
ENSMUSG00000084098	22	18	13	18	16	13	24	35
ENSMUSG00000084099	3	1	2	3	4	1	1	3
ENSMUSG00000084102	0	0	0	0	0	0	0	0
ENSMUSG00000084103	0	0	0	0	0	0	0	0
ENSMUSG00000084104	9	3	6	5	20	7	13	18
ENSMUSG00000084105	10	11	10	6	20	10	31	29
ENSMUSG00000084106	110	78	83	160	127	40	116	150
ENSMUSG00000084107	0	0	1	0	0	0	2	1
ENSMUSG00000084108	0	0	0	0	0	0	0	0
ENSMUSG00000084110	0	0	1	0	2	2	0	1
ENSMUSG00000084111	15	16	17	24	23	8	17	38
ENSMUSG00000084112	0	0	0	0	0	0	0	0
ENSMUSG00000084113	11	3	12	8	7	3	4	3
ENSMUSG00000084114	0	0	0	0	0	0	0	0
ENSMUSG00000084115	5	1	1	2	2	1	1	6
ENSMUSG00000084116	2	3	2	0	1	0	0	1
ENSMUSG00000084117	0	0	0	0	0	0	0	0
ENSMUSG00000084118	0	0	0	0	0	0	0	0
ENSMUSG00000084123	0	0	0	0	0	0	0	0
ENSMUSG00000084125	1	0	1	1	1	0	1	2
ENSMUSG00000084126	0	0	0	0	0	0	1	0
ENSMUSG00000084127	2	0	3	0	3	0	2	2
ENSMUSG00000084128	32	27	13	19	31	10	14	38
ENSMUSG00000084129	6	2	1	6	2	0	0	1
ENSMUSG00000084130	0	0	0	0	0	0	0	0
ENSMUSG00000084131	25	12	20	19	8	7	4	9
ENSMUSG00000084132	0	2	0	0	0	0	1	0
ENSMUSG00000084133	7	1	1	7	0	0	0	1
ENSMUSG00000084134	0	0	0	0	0	0	0	0
ENSMUSG00000084135	0	0	0	0	0	0	0	0
ENSMUSG00000084136	0	0	0	0	0	0	0	0
ENSMUSG00000084137	1	5	3	4	0	0	1	0
ENSMUSG00000084138	0	0	0	0	0	0	0	1
ENSMUSG00000084139	1	1	2	0	1	0	0	1
ENSMUSG00000084140	1	1	1	2	1	1	2	2
ENSMUSG00000084142	0	0	0	0	1	0	0	2
ENSMUSG00000084143	1	0	0	1	0	0	0	0
ENSMUSG00000084145	25	24	21	22	42	14	22	40
ENSMUSG00000084146	2	1	7	5	0	0	0	2
ENSMUSG00000084147	0	1	0	0	0	0	0	0
ENSMUSG00000084148	5	2	3	4	6	0	5	7
ENSMUSG00000084149	16	4	4	9	3	4	3	2
ENSMUSG00000084150	0	0	0	0	0	0	0	0
ENSMUSG00000084152	0	0	0	0	0	0	0	0
ENSMUSG00000084154	1	1	2	1	0	1	0	0
ENSMUSG00000084155	0	0	0	0	0	0	0	0
ENSMUSG00000084156	0	0	0	0	0	0	0	0
ENSMUSG00000084157	0	0	0	1	0	0	2	0
ENSMUSG00000084158	3	1	3	0	2	1	4	6
ENSMUSG00000084160	0	0	2	1	1	0	2	1
ENSMUSG00000084161	0	0	0	0	0	0	0	0
ENSMUSG00000084162	4	3	3	2	6	2	3	7
ENSMUSG00000084163	0	0	0	0	0	1	0	0
ENSMUSG00000084164	2	0	1	3	0	1	1	2
ENSMUSG00000084166	17	35	26	31	50	9	24	36
ENSMUSG00000084167	0	0	0	0	0	0	0	0
ENSMUSG00000084168	13	9	9	17	30	14	28	42
ENSMUSG00000084169	0	1	0	0	0	0	0	1
ENSMUSG00000084170	2	1	1	2	3	0	0	1
ENSMUSG00000084171	0	0	0	0	0	0	0	0
ENSMUSG00000084172	0	0	0	0	0	0	0	0
ENSMUSG00000084173	1	1	0	0	2	0	2	2
ENSMUSG00000084174	0	0	0	0	0	0	0	0
ENSMUSG00000084175	0	0	0	0	0	0	0	0
ENSMUSG00000084177	0	0	1	1	0	0	0	0
ENSMUSG00000084178	6	1	1	2	3	1	1	0
ENSMUSG00000084179	0	0	0	0	0	0	0	0
ENSMUSG00000084180	0	0	0	0	0	0	0	0
ENSMUSG00000084181	0	0	0	0	0	0	0	0
ENSMUSG00000084182	0	0	0	0	0	0	0	0
ENSMUSG00000084183	6	11	12	13	15	5	26	19
ENSMUSG00000084185	1	1	1	0	1	0	0	0
ENSMUSG00000084186	3	1	0	2	2	0	0	1
ENSMUSG00000084188	2	0	1	0	1	0	2	1
ENSMUSG00000084189	0	0	0	0	0	0	0	0
ENSMUSG00000084190	0	0	1	0	1	0	1	0
ENSMUSG00000084191	0	0	0	0	0	0	0	0
ENSMUSG00000084192	0	0	0	1	0	0	0	0
ENSMUSG00000084193	1	0	0	2	2	0	0	0
ENSMUSG00000084195	0	1	0	0	0	0	0	0
ENSMUSG00000084196	0	0	0	0	0	0	0	0
ENSMUSG00000084197	0	0	0	0	0	0	0	0
ENSMUSG00000084198	0	0	2	1	0	0	1	0
ENSMUSG00000084199	0	1	0	1	0	1	0	0
ENSMUSG00000084200	0	0	0	0	0	0	0	0
ENSMUSG00000084201	0	0	0	0	0	0	0	0
ENSMUSG00000084202	0	2	1	2	4	1	1	3
ENSMUSG00000084203	1	2	0	0	3	1	2	4
ENSMUSG00000084204	0	0	0	0	0	0	0	0
ENSMUSG00000084205	0	0	0	1	1	0	1	0
ENSMUSG00000084206	0	0	0	0	0	0	0	0
ENSMUSG00000084207	1	0	0	0	0	0	0	0
ENSMUSG00000084208	1	2	0	3	9	1	3	16
ENSMUSG00000084209	0	0	0	0	0	1	0	0
ENSMUSG00000084210	0	0	0	0	0	0	0	0
ENSMUSG00000084211	1	0	0	1	0	0	0	0
ENSMUSG00000084212	0	0	0	0	0	0	1	0
ENSMUSG00000084213	0	0	2	0	0	0	3	4
ENSMUSG00000084214	0	0	0	0	0	0	0	0
ENSMUSG00000084215	15	13	13	5	28	5	21	34
ENSMUSG00000084216	0	1	3	0	1	1	4	2
ENSMUSG00000084217	0	2	1	1	0	0	0	0
ENSMUSG00000084218	2	0	0	1	1	0	0	1
ENSMUSG00000084219	0	0	0	0	0	0	0	0
ENSMUSG00000084220	4	0	2	4	1	1	0	0
ENSMUSG00000084221	3	7	2	1	4	1	2	3
ENSMUSG00000084222	0	0	0	0	0	0	0	0
ENSMUSG00000084223	0	1	0	1	0	0	5	6
ENSMUSG00000084228	0	0	0	0	0	0	0	0
ENSMUSG00000084230	8	8	6	8	16	4	5	4
ENSMUSG00000084231	6	1	4	5	5	1	6	7
ENSMUSG00000084234	5	3	1	3	6	3	5	3
ENSMUSG00000084235	2	1	3	17	5	1	2	4
ENSMUSG00000084236	0	0	0	0	0	0	0	0
ENSMUSG00000084237	0	0	0	0	0	0	0	0
ENSMUSG00000084238	0	0	0	1	1	0	1	2
ENSMUSG00000084239	0	0	0	0	0	0	0	0
ENSMUSG00000084240	0	0	0	1	0	0	0	0
ENSMUSG00000084241	6	8	8	4	29	9	18	22
ENSMUSG00000084245	0	0	0	0	0	0	0	0
ENSMUSG00000084246	0	0	0	0	0	0	0	0
ENSMUSG00000084247	0	0	0	0	0	0	0	0
ENSMUSG00000084248	0	0	0	0	0	0	0	0
ENSMUSG00000084249	2	2	0	1	2	0	1	1
ENSMUSG00000084250	0	0	0	0	0	0	0	0
ENSMUSG00000084251	0	0	0	0	0	0	0	0
ENSMUSG00000084252	0	0	0	0	0	0	0	0
ENSMUSG00000084253	0	0	0	0	0	0	0	0
ENSMUSG00000084254	0	0	0	0	0	0	0	0
ENSMUSG00000084256	0	0	0	0	0	0	0	0
ENSMUSG00000084258	0	1	0	0	0	0	0	0
ENSMUSG00000084259	0	2	0	1	0	0	0	3
ENSMUSG00000084261	0	0	0	0	0	0	0	0
ENSMUSG00000084262	0	0	0	0	0	0	0	0
ENSMUSG00000084264	1	0	0	1	0	0	0	0
ENSMUSG00000084265	6	5	4	3	0	2	3	3
ENSMUSG00000084267	0	0	0	0	0	0	0	0
ENSMUSG00000084268	0	0	0	0	0	0	0	0
ENSMUSG00000084269	0	0	0	0	0	0	0	0
ENSMUSG00000084270	0	0	0	0	0	0	0	0
ENSMUSG00000084271	0	0	0	0	0	0	0	0
ENSMUSG00000084272	0	0	1	0	0	0	1	1
ENSMUSG00000084273	0	0	0	0	0	0	0	0
ENSMUSG00000084275	0	1	0	1	0	0	0	0
ENSMUSG00000084276	0	1	1	1	1	0	1	0
ENSMUSG00000084277	23	25	28	18	26	8	24	24
ENSMUSG00000084280	1	0	0	0	1	0	0	2
ENSMUSG00000084281	0	0	0	0	0	0	0	0
ENSMUSG00000084282	0	0	0	0	0	0	0	0
ENSMUSG00000084283	0	1	0	0	0	0	0	0
ENSMUSG00000084284	43	41	33	23	73	22	39	78
ENSMUSG00000084285	0	0	0	0	0	0	0	0
ENSMUSG00000084286	0	0	0	0	0	0	0	0
ENSMUSG00000084287	1	0	0	2	1	0	2	0
ENSMUSG00000084288	1	0	0	2	1	1	0	0
ENSMUSG00000084289	56	47	34	50	156	73	166	213
ENSMUSG00000084291	7	7	6	11	3	5	10	6
ENSMUSG00000084292	0	1	0	2	0	0	0	0
ENSMUSG00000084293	0	0	0	0	0	0	0	0
ENSMUSG00000084294	0	0	0	0	0	0	0	0
ENSMUSG00000084295	0	0	0	0	0	0	0	0
ENSMUSG00000084296	0	0	0	0	0	0	1	0
ENSMUSG00000084297	1	0	0	0	1	0	0	0
ENSMUSG00000084298	0	0	0	0	0	0	0	0
ENSMUSG00000084300	2	4	3	6	5	0	7	11
ENSMUSG00000084302	6	3	8	9	1	0	0	2
ENSMUSG00000084303	0	2	0	3	1	0	1	1
ENSMUSG00000084304	14	21	23	18	15	11	10	17
ENSMUSG00000084305	0	0	0	0	0	1	0	0
ENSMUSG00000084306	0	1	2	0	4	1	0	1
ENSMUSG00000084307	0	1	1	0	0	1	1	1
ENSMUSG00000084308	1	0	0	0	0	0	0	0
ENSMUSG00000084309	0	0	0	0	0	0	0	0
ENSMUSG00000084310	0	0	0	0	1	0	0	0
ENSMUSG00000084311	0	0	0	0	0	0	0	0
ENSMUSG00000084312	0	0	0	0	0	0	0	0
ENSMUSG00000084313	1	1	3	0	1	0	0	0
ENSMUSG00000084314	6	9	6	13	12	2	9	15
ENSMUSG00000084315	0	0	0	0	0	0	0	0
ENSMUSG00000084316	0	0	0	0	0	0	0	0
ENSMUSG00000084318	0	0	0	0	0	0	0	0
ENSMUSG00000084320	1	0	3	2	1	0	5	3
ENSMUSG00000084322	0	0	0	0	0	0	0	0
ENSMUSG00000084323	0	0	0	0	0	0	0	0
ENSMUSG00000084324	0	1	1	0	1	0	1	0
ENSMUSG00000084325	2	0	1	0	3	2	2	1
ENSMUSG00000084326	0	0	0	0	0	0	0	0
ENSMUSG00000084327	0	0	0	0	0	0	0	1
ENSMUSG00000084328	5	7	4	0	8	0	11	2
ENSMUSG00000084329	31	27	29	31	35	13	31	43
ENSMUSG00000084331	0	2	0	0	0	0	3	1
ENSMUSG00000084332	1	1	0	0	1	0	2	0
ENSMUSG00000084333	1	3	2	2	7	0	3	1
ENSMUSG00000084334	0	0	0	0	0	0	3	1
ENSMUSG00000084335	0	0	0	1	1	0	0	0
ENSMUSG00000084336	0	0	0	0	0	0	0	0
ENSMUSG00000084337	0	0	0	0	0	0	0	0
ENSMUSG00000084338	2	3	1	1	1	2	3	1
ENSMUSG00000084339	0	1	0	2	1	0	2	2
ENSMUSG00000084340	1	5	1	3	3	1	3	3
ENSMUSG00000084343	2	1	0	0	0	0	1	1
ENSMUSG00000084344	0	0	0	0	0	0	0	0
ENSMUSG00000084345	8	3	6	15	15	1	3	11
ENSMUSG00000084346	0	0	0	0	0	0	1	0
ENSMUSG00000084347	38	27	32	35	69	21	71	63
ENSMUSG00000084348	2	0	0	0	0	0	0	0
ENSMUSG00000084349	417	314	301	633	121	73	94	145
ENSMUSG00000084350	8	63	49	63	1	0	19	9
ENSMUSG00000084351	0	0	0	0	0	0	0	0
ENSMUSG00000084352	0	0	0	0	0	0	0	0
ENSMUSG00000084353	10	5	7	7	0	0	0	0
ENSMUSG00000084354	0	0	0	0	0	0	0	0
